positive_rank,score_gap_top_minus_positive,query_short,positive_short,predicted_top_short,possible_reason
4,0.1697464287281037,"Công ty tôi có nhiều cổ đông, khi thông qua quyết định thì cần thực hiện như thế nào để hợp lệ?","Điều 24. Điều lệ công ty 1. Điều lệ công ty bao gồm Điều lệ khi đăng ký doanh nghiệp và Điều lệ được sửa đổi, bổ sung trong quá trình hoạt động. 2. Điều lệ công ty bao gồm các nội dung chủ yếu sau đây: a) Tên, địa chỉ trụ sở chính của công ty; tên, địa chỉ chi nhánh và văn phòng đại diện (nếu có); b) Ngành, nghề kinh doanh; c) Vốn điều lệ; tổng số ","Điều 148. Điều kiện để nghị quyết Đại hội đồng cổ đông được thông qua 1. Nghị quyết về nội dung sau đây được thông qua nếu được số cổ đông đại diện từ 65% tổng số phiếu biểu quyết trở lên của tất cả cổ đông dự họp tán thành, trừ trường hợp quy định tại các khoản 3, 4 và 6 Điều này; tỷ lệ cụ thể do Điều lệ công ty quy định: a) Loại cổ phần và tổng s","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
4,0.15192985534667974,Hành vi phốt trường đại học trên mạng xã hội là loại tội phạm gì?,"Căn cứ quy định Điều 9 Bộ luật Hình sự 2015 được sửa đổi bởi khoản 2 Điều 1 Luật Sửa đổi Bộ luật Hình sự 2017 quy định về phân loại tội phạm như sau: Phân loại tội phạm 1. Căn cứ vào tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội được quy định trong Bộ luật này, tội phạm được phân thành 04 loại sau đây: a) Tội phạm ít nghiêm trọng l","Điều 10. Cố ý phạm tội Cố ý phạm tội là phạm tội trong những trường hợp sau đây: 1. Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó và mong muốn hậu quả xảy ra; 2. Người phạm tội nhận thức rõ hành vi của mình là nguy hiểm cho xã hội, thấy trước hậu quả của hành vi đó có thể xảy ra, tuy không m","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
4,0.14681798219680792,"Gia đình tôi đã ký hợp đồng cho vay tiền lãi suất cao hơn quy định của pháp luật, liệu hợp đồng này có bị vô hiệu không?","Điều 123. Giao dịch dân sự vô hiệu do vi phạm điều cấm của luật, trái đạo đức xã hội Giao dịch dân sự có mục đích, nội dung vi phạm điều cấm của luật, trái đạo đức xã hội thì vô hiệu. Điều cấm của luật là những quy định của luật không cho phép chủ thể thực hiện những hành vi nhất định. Đạo đức xã hội là những chuẩn mực ứng xử chung trong đời sống x","Điều 122. Giao dịch dân sự vô hiệu Giao dịch dân sự không có một trong các điều kiện được quy định tại Điều 117 của Bộ luật này thì vô hiệu, trừ trường hợp Bộ luật này có quy định khác.","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
4,0.13492470979690552,"Tôi đã thuê mặt bằng để kinh doanh nhưng do dịch bệnh mà không thể trả tiền thuê đúng hạn, tôi cần thông báo như thế nào?",Điều 353. Chậm thực hiện nghĩa vụ 1. Chậm thực hiện nghĩa vụ là nghĩa vụ vẫn chưa được thực hiện hoặc chỉ được thực hiện một phần khi thời hạn thực hiện nghĩa vụ đã hết. 2. Bên chậm thực hiện nghĩa vụ phải thông báo ngay cho bên có quyền về việc không thực hiện nghĩa vụ đúng thời hạn.,"Điều 191. Cho thuê doanh nghiệp tư nhân Chủ doanh nghiệp tư nhân có quyền cho thuê toàn bộ doanh nghiệp tư nhân của mình nhưng phải thông báo bằng văn bản kèm theo bản sao hợp đồng cho thuê có công chứng đến Cơ quan đăng ký kinh doanh, cơ quan thuế trong thời hạn 03 ngày làm việc kể từ ngày hợp đồng cho thuê có hiệu lực. Trong thời hạn cho thuê, ch","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
4,0.11642426252365112,"Công ty tôi vừa tổ chức một buổi huấn luyện an toàn lao động, nhưng có một số nhân viên không thực hiện đúng các quy định. Nếu xảy ra tai nạn thì ai sẽ là người chịu trách nhiệm?","Điều 411. Tội vi phạm các quy định về bảo đảm an toàn trong chiến đấu hoặc trong huấn luyện 1. Người nào không chấp hành nghiêm chỉnh những quy định bảo đảm an toàn trong chiến đấu hoặc trong huấn luyện gây hậu quả nghiêm trọng, thì bị phạt cải tạo không giam giữ đến 03 năm hoặc phạt tù từ 01 năm đến 05 năm. 2. Phạm tội gây hậu quả rất nghiêm trọng","Điều 132. Tuân thủ pháp luật về an toàn, vệ sinh lao động Người sử dụng lao động, người lao động và cơ quan, tổ chức, cá nhân có liên quan đến lao động, sản xuất, kinh doanh phải thực hiện quy định của pháp luật về an toàn, vệ sinh lao động.","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
4,0.10844868421554565,Nguyên tắc làm rõ hồ sơ dự thầu,"Tôi muốn biết, hồ sơ dự thầu chỉ chứng minh đáp ứng dưới mức tối thiểu số lượng máy đào so với yêu cầu của hồ sơ mời thầu thì xử lý thế nào? Nhà thầu có được bổ sung phần thiết bị thiếu nói trên và có được đánh giá là đạt sau khi làm rõ vấn đề này không?Về vấn đề này, Bộ Kế hoạch và Đầu tư có ý kiến như sau:Khoản 1, Điều 15 Nghị định số63/2014/NĐ-C",Tôi gặp tình huống liên quan đến việc làm rõ hồ sơ dự thầu của nhà thầu như sau:Hồ sơ mời thầu cung cấp hàng hóa yêu cầu nhà thầu phải đáp ứng yêu cầu về nguồn lực tài chính cho gói thầu có cam kết tín dụng do 1 ngân hàng hoạt động hợp pháp tại Việt Nam hoặc nhà thầu phải chứng minh có các tài sản có khả năng thanh khoản cao. Thời điểm đóng thầu: 2,"Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
4,0.10178202390670776,"Nếu tôi là người quản lý di sản nhưng không có sự đồng ý bằng văn bản của các thừa kế, tôi có thể định đoạt tài sản của di sản không?","Điều 617. Nghĩa vụ của người quản lý di sản 1. Người quản lý di sản quy định tại khoản 1 và khoản 3 Điều 616 của Bộ luật này có nghĩa vụ sau đây: a) Lập danh mục di sản; thu hồi tài sản thuộc di sản của người chết mà người khác đang chiếm hữu, trừ trường hợp pháp luật có quy định khác; b) Bảo quản di sản; không được bán, trao đổi, tặng cho, cầm cố,",Điều 609. Quyền thừa kế Cá nhân có quyền lập di chúc để định đoạt tài sản của mình; để lại tài sản của mình cho người thừa kế theo pháp luật; hưởng di sản theo di chúc hoặc theo pháp luật. Người thừa kế không là cá nhân có quyền hưởng di sản theo di chúc.,"Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
4,0.07858741283416748,"Tôi và chồng tôi cùng đứng tên trên một ngôi nhà, nhưng giờ chúng tôi đang có tranh chấp về việc chia tài sản sau ly hôn. Tôi cần biết về quyền sở hữu chung như thế nào trong trường hợp này?",Điều 207. Sở hữu chung và các loại sở hữu chung 1. Sở hữu chung là sở hữu của nhiều chủ thể đối với tài sản. 2. Sở hữu chung bao gồm sở hữu chung theo phần và sở hữu chung hợp nhất.,"Điều 209. Sở hữu chung theo phần 1. Sở hữu chung theo phần là sở hữu chung mà trong đó phần quyền sở hữu của mỗi chủ sở hữu được xác định đối với tài sản chung. 2. Mỗi chủ sở hữu chung theo phần có quyền, nghĩa vụ đối với tài sản thuộc sở hữu chung tương ứng với phần quyền sở hữu của mình, trừ trường hợp có thỏa thuận khác.","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
4,0.07133817672729492,"Tôi và hai người bạn cùng góp tiền mua một căn nhà. Hiện tại, một người bạn của tôi muốn bán phần quyền sở hữu của mình. Tôi muốn biết quyền lợi của tôi trong việc mua phần quyền sở hữu này là gì?",Điều 218. Định đoạt tài sản chung 1. Mỗi chủ sở hữu chung theo phần có quyền định đoạt phần quyền sở hữu của mình. 2. Việc định đoạt tài sản chung hợp nhất được thực hiện theo thỏa thuận của các chủ sở hữu chung hoặc theo quy định của pháp luật. 3. Trường hợp một chủ sở hữu chung theo phần bán phần quyền sở hữu của mình thì chủ sở hữu chung khác đư,"Điều 209. Sở hữu chung theo phần 1. Sở hữu chung theo phần là sở hữu chung mà trong đó phần quyền sở hữu của mỗi chủ sở hữu được xác định đối với tài sản chung. 2. Mỗi chủ sở hữu chung theo phần có quyền, nghĩa vụ đối với tài sản thuộc sở hữu chung tương ứng với phần quyền sở hữu của mình, trừ trường hợp có thỏa thuận khác.","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
4,0.053191184997558594,Cổ đông nắm giữ 01% tổng số cổ phần phổ thông có được triệu tập họp Đại hội đồng cổ đông hay không?,"Căn cứ khoản 2 Điều 115 Luật Doanh nghiệp 2020 quy định về quyền của cổ đông phổ thông như sau: Quyền của cổ đông phổ thông 1. Cổ đông phổ thông có quyền sau đây: a) Tham dự, phát biểu trong cuộc họp Đại hội đồng cổ đông và thực hiện quyền biểu quyết trực tiếp hoặc thông qua người đại diện theo ủy quyền hoặc hình thức khác do Điều lệ công ty, pháp ",Điều 141. Danh sách cổ đông có quyền dự họp Đại hội đồng cổ đông 1. Danh sách cổ đông có quyền dự họp Đại hội đồng cổ đông được lập dựa trên sổ đăng ký cổ đông của công ty. Danh sách cổ đông có quyền dự họp Đại hội đồng cổ đông được lập không quá 10 ngày trước ngày gửi giấy mời họp Đại hội đồng cổ đông nếu Điều lệ công ty không quy định thời hạn ng,"Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
