positive_rank,score_gap_top_minus_positive,query_short,positive_short,predicted_top_short,possible_reason
7,0.14356005191802979,"Instruct: Given a legal question, retrieve relevant legal clauses that answer it
Query: Vợ tôi làm việc cho một công ty và thường xuyên phải làm việc thêm giờ mà không được trả lương phù hợp. Tôi không biết liệu công ty đó có vi phạm quyền lợi của cô","Điều 136. Trách nhiệm của người sử dụng lao động 1. Bảo đảm thực hiện bình đẳng giới và các biện pháp thúc đẩy bình đẳng giới trong tuyển dụng, bố trí, sắp xếp việc làm, đào tạo, thời giờ làm việc, thời giờ nghỉ ngơi, tiền lương và các chế độ khác. 2. Tham khảo ý kiến của lao động nữ hoặc đại diện của họ khi quyết định những vấn đề liên quan đến qu",Điều 105. Thời giờ làm việc bình thường 1. Thời giờ làm việc bình thường không quá 08 giờ trong 01 ngày và không quá 48 giờ trong 01 tuần. 2. Người sử dụng lao động có quyền quy định thời giờ làm việc theo ngày hoặc tuần nhưng phải thông báo cho người lao động biết; trường hợp theo tuần thì thời giờ làm việc bình thường không quá 10 giờ trong 01 ng,"Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
7,0.1293865442276001,"Instruct: Given a legal question, retrieve relevant legal clauses that answer it
Query: Tôi có một số tài sản chung với vợ, nếu chúng tôi ly hôn thì quyền sở hữu sẽ được xác lập thế nào?","Điều 208. Xác lập quyền sở hữu chung Quyền sở hữu chung được xác lập theo thỏa thuận, theo quy định của pháp luật hoặc theo tập quán.","Điều 213. Sở hữu chung của vợ chồng 1. Sở hữu chung của vợ chồng là sở hữu chung hợp nhất có thể phân chia. 2. Vợ chồng cùng nhau tạo lập, phát triển khối tài sản chung; có quyền ngang nhau trong việc chiếm hữu, sử dụng, định đoạt tài sản chung. 3. Vợ chồng thỏa thuận hoặc ủy quyền cho nhau chiếm hữu, sử dụng, định đoạt tài sản chung. 4. Tài sản ch","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
7,0.09225785732269287,"Instruct: Given a legal question, retrieve relevant legal clauses that answer it
Query: Tôi vừa được bổ nhiệm làm thành viên Hội đồng quản trị mới, tôi cần biết quyền hạn của mình trong việc giám sát hoạt động của Giám đốc công ty là gì?","Điều 153. Hội đồng quản trị 1. Hội đồng quản trị là cơ quan quản lý công ty, có toàn quyền nhân danh công ty để quyết định, thực hiện quyền và nghĩa vụ của công ty, trừ các quyền và nghĩa vụ thuộc thẩm quyền của Đại hội đồng cổ đông. 2. Hội đồng quản trị có quyền và nghĩa vụ sau đây: a) Quyết định chiến lược, kế hoạch phát triển trung hạn và kế hoạ","Điều 63. Giám đốc, Tổng giám đốc 1. Giám đốc hoặc Tổng giám đốc là người điều hành hoạt động kinh doanh hằng ngày của công ty, chịu trách nhiệm trước Hội đồng thành viên về việc thực hiện quyền và nghĩa vụ của mình. 2. Giám đốc hoặc Tổng giám đốc có quyền và nghĩa vụ sau đây: a) Tổ chức thực hiện nghị quyết, quyết định của Hội đồng thành viên; b) Q","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
6,0.2568174600601197,"Instruct: Given a legal question, retrieve relevant legal clauses that answer it
Query: Chồng tôi là công nhân trong một nhà máy sản xuất và gần đây anh ấy đã bị sa thải một cách đột ngột. Tôi muốn biết nếu chúng tôi có quyền khiếu nại hay không và c","Điều 212. Nội dung quản lý nhà nước về lao động 1. Ban hành và tổ chức thực hiện văn bản quy phạm pháp luật về lao động. 2. Theo dõi, thống kê, cung cấp thông tin về cung cầu và biến động cung, cầu lao động; quyết định chính sách tiền lương đối với người lao động; quyết định chính sách, quy hoạch, kế hoạch về nguồn nhân lực, phân bố và sử dụng lao ","Điều 131. Khiếu nại về kỷ luật lao động, trách nhiệm vật chất Người bị xử lý kỷ luật lao động, bị tạm đình chỉ công việc hoặc phải bồi thường theo chế độ trách nhiệm vật chất nếu thấy không thỏa đáng có quyền khiếu nại với người sử dụng lao động, với cơ quan có thẩm quyền theo quy định của pháp luật hoặc yêu cầu giải quyết tranh chấp lao động theo ","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
6,0.15010368824005133,"Instruct: Given a legal question, retrieve relevant legal clauses that answer it
Query: Nếu tôi là người quản lý di sản nhưng không có sự đồng ý bằng văn bản của các thừa kế, tôi có thể định đoạt tài sản của di sản không?","Điều 617. Nghĩa vụ của người quản lý di sản 1. Người quản lý di sản quy định tại khoản 1 và khoản 3 Điều 616 của Bộ luật này có nghĩa vụ sau đây: a) Lập danh mục di sản; thu hồi tài sản thuộc di sản của người chết mà người khác đang chiếm hữu, trừ trường hợp pháp luật có quy định khác; b) Bảo quản di sản; không được bán, trao đổi, tặng cho, cầm cố,",Điều 609. Quyền thừa kế Cá nhân có quyền lập di chúc để định đoạt tài sản của mình; để lại tài sản của mình cho người thừa kế theo pháp luật; hưởng di sản theo di chúc hoặc theo pháp luật. Người thừa kế không là cá nhân có quyền hưởng di sản theo di chúc.,"Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
6,0.13143390417099,"Instruct: Given a legal question, retrieve relevant legal clauses that answer it
Query: Sau khi có quyết định chủ trương đầu tư, cơ quan chủ quản có trách nhiệm gì đối với chương trình, dự án sử dụng vốn ODA và vốn vay ưu đãi của các nhà tài trợ nước","Theo Khoản 1 Điều 45 của Luật Đầu tư công, sau khi có quyết định chủ trương đầu tư, cơ quan chủ quản có trách nhiệm ban hành quyết định về chủ đầu tư và giao chủ đầu tư phối hợp với nhà tài trợ để lập Báo cáo nghiên cứu khả thi chương trình, dự án. Báo cáo này sau đó sẽ được trình lên cấp có thẩm quyền để quyết định đầu tư chương trình, dự án.","Theo Khoản 5a Điều 17 của Luật Đầu tư công (được bổ sung theo Điều 1.1.c của Luật này), các đối tượng có thẩm quyền quyết định chủ trương đầu tư dự án nhóm B, nhóm C sử dụng vốn ODA và vốn vay ưu đãi của các nhà tài trợ nước ngoài để chuẩn bị dự án đầu tư (trừ các dự án quy định tại khoản 4 Điều này) bao gồm: 1. **Người đứng đầu Bộ, cơ quan trung ư","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
6,0.12482792139053345,"Instruct: Given a legal question, retrieve relevant legal clauses that answer it
Query: Tôi đã nhận bàn giao đất từ người bán nhưng chưa làm thủ tục đăng ký quyền sử dụng đất. Vậy tôi có thể tự ý xây dựng nhà trên đất đó không?",Điều 503. Hiệu lực của việc chuyển quyền sử dụng đất Việc chuyển quyền sử dụng đất có hiệu lực kể từ thời điểm đăng ký theo quy định của Luật đất đai. Mục 8. HỢP ĐỒNG HỢP TÁC,"Theo quy định, trong thời hạn 50 ngày kể từ ngày bàn giao nhà, công trình xây dựng cho người mua hoặc kể từ ngày hết hạn thuê mua thì phải làm thủ tục để cơ quan nhà nước có thẩm quyền cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất cho bên mua, bên thuê mua, trừ trường hợp bên mua, bên thuê mua có văn bản","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
6,0.08995100855827332,"Instruct: Given a legal question, retrieve relevant legal clauses that answer it
Query: Gia đình tôi đang gặp khó khăn tài chính và tôi có thể sử dụng tài sản của công ty để vay tiền cho họ. Điều này có vi phạm gì không?","Điều 173. Trách nhiệm của Kiểm soát viên 1. Tuân thủ đúng pháp luật, Điều lệ công ty, nghị quyết Đại hội đồng cổ đông và đạo đức nghề nghiệp trong thực hiện quyền và nghĩa vụ được giao. 2. Thực hiện quyền và nghĩa vụ được giao một cách trung thực, cẩn trọng, tốt nhất nhằm bảo đảm lợi ích hợp pháp tối đa của công ty. 3. Trung thành với lợi ích của c",Căn cứ khoản 1 Điều 175 Bộ luật Hình sự 2015 sửa đổi bởi Khoản 35 Điều 1 Luật Sửa đổi Bộ luật Hình sự 2017 quy định về tội lạm dụng tín nhiệm chiếm đoạt tài sản: Tội lạm dụng tín nhiệm chiếm đoạt tài sản 1. Người nào thực hiện một trong các hành vi sau đây chiếm đoạt tài sản của người khác trị giá từ 4.000.000 đồng đến dưới 50.000.000 đồng hoặc dướ,"Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
6,0.07540106773376465,"Instruct: Given a legal question, retrieve relevant legal clauses that answer it
Query: Tôi đang thắc mắc về thời hiệu khởi kiện đối với một vụ tranh chấp hợp đồng mà tôi đã ký kết từ năm 2018. Vậy thời hiệu tính từ khi nào?",Điều 151. Cách tính thời hiệu Thời hiệu được tính từ thời điểm bắt đầu ngày đầu tiên của thời hiệu và chấm dứt tại thời điểm kết thúc ngày cuối cùng của thời hiệu.,"Điều 149. Thời hiệu 1. Thời hiệu là thời hạn do luật quy định mà khi kết thúc thời hạn đó thì phát sinh hậu quả pháp lý đối với chủ thể theo điều kiện do luật quy định. Thời hiệu được áp dụng theo quy định của Bộ luật này, luật khác có liên quan. 2. Tòa án chỉ áp dụng quy định về thời hiệu theo yêu cầu áp dụng thời hiệu của một bên hoặc các bên với","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
6,0.0454937219619751,"Instruct: Given a legal question, retrieve relevant legal clauses that answer it
Query: Hãy phân tích sự khác biệt trong phương pháp điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc giữa người lao động thuộc đối tượng thực hiện chế độ t","Theo Điều 73 của Dự thảo Luật Bảo hiểm xã hội, có sự khác biệt rõ rệt trong phương pháp điều chỉnh tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc giữa hai nhóm đối tượng này: - Đối với người lao động bắt đầu tham gia bảo hiểm xã hội trước ngày 01 tháng 01 năm 2016 (điểm a khoản 1 Điều 73): Tiền lương của họ được điều chỉnh theo mức lương cơ sở","Theo điểm a khoản 1 Điều 73 của Dự thảo Luật Bảo hiểm xã hội, tiền lương làm căn cứ đóng bảo hiểm xã hội bắt buộc của người lao động thuộc đối tượng thực hiện chế độ tiền lương do Nhà nước quy định, bắt đầu tham gia bảo hiểm xã hội trước ngày 01 tháng 01 năm 2016, được điều chỉnh theo mức lương cơ sở tại thời điểm hưởng chế độ hưu trí. Ngoài ra, Ch","Passage top-1 có thể gần nghĩa, cùng lĩnh vực pháp luật, hoặc positive passage bị truncate/nhiễu."
